_id,pin,address,start_year,approved_date,program_name,num_years,abatement_amount,neighborhood,council_district,ward,dpw_streets,dpw_enviro,dpw_parks,police_zone,fire_zone,longitude,latitude
53169,0024S00072000000,2239 RAILROAD ST,2024,2019-10-30,RESIDENTIAL LERTA,10,150000,Strip District,7,2,6,Central,Highland,2,2-25,-79.98385599725997,40.45443939822557
53170,0086J00205000000,1712 MURDOCH RD,2023,2021-02-08,CHAPTER 265 BASE,3,175000,Squirrel Hill South,5,14,3,Eastern,Schenley,4,2-21,-79.93107348866118,40.43738494818068
53171,0006K00281000000,418 CLARENCE ST,,2021-02-08,CHAPTER 265 BASE,3,175000,Duquesne Heights,2,19,5,Southern,Western,3,4-1,-80.02575734278841,40.4362627543063
53172,0006K00283000000,420 CLARENCE ST,,2021-02-08,CHAPTER 265 BASE,3,175000,Duquesne Heights,2,19,5,Southern,Western,3,4-1,-80.02580814983139,40.43619120232599
53173,0006K00285000000,424 CLARENCE ST,,2021-02-06,CHAPTER 265 BASE,3,175000,Duquesne Heights,2,19,5,Southern,Western,3,4-1,-80.02590872831283,40.43604726274774
53174,0022K00005000000,1421 COLUMBUS AVE,,2021-02-19,CHAPTER 265 BASE,3,175000,Manchester,6,21,1,Northern,Northern,1,1-8,-80.0283468374026,40.45730751257184
53175,0025K00050000000,211 26TH ST,,2021-02-16,CHAPTER 265 ENHANCED,10,250000,Strip District,7,2,1,Central,Schenley,2,2-25,-79.97832861102809,40.45590383093392
53176,0025K00050000000,211 26TH ST,,2021-02-22,CHAPTER 267 ENHANCED,10,250000,Strip District,7,2,1,Central,Schenley,2,2-25,-79.97832861102809,40.45590383093392
53177,0002A00025000000,820 LIBERTY AVE,2023,2018-03-27,COMMERCIAL LERTA,5,50000,Central Business District,6,2,6,Central,Riverview,2,1-3,-79.99818730272801,40.44271322221956
53178,0002A00025000000,820 LIBERTY AVE,2023,2018-03-29,RESIDENTIAL LERTA,10,150000,Central Business District,6,2,6,Central,Riverview,2,1-3,-79.99818730272801,40.44271322221956
53179,0008S00155000000,725 PENN AVE,2020,2018-03-22,COMMERCIAL LERTA,5,50000,Central Business District,6,2,6,Central,Riverview,2,1-3,-79.99974210704873,40.44379019089672
53180,0008S00155000000,725 PENN AVE,2020,2018-03-22,RESIDENTIAL LERTA,10,150000,Central Business District,6,2,6,Central,Riverview,2,1-3,-79.99974210704873,40.44379019089672
53181,0025N00218000000,2543 PENN AVE,,2018-03-28,RESIDENTIAL ENHANCED LERTA,10,2700,Strip District,7,2,6,Central,Highland,2,2-25,-79.97903973505272,40.45481857205414
53182,0025N00218020100,2545 PENN AVE UNIT 201,2021,2018-03-28,RESIDENTIAL ENHANCED LERTA,10,2700,Strip District,7,2,6,Central,Highland,2,2-25,-79.97910307255955,40.454716516303755
53183,0025N00218020200,2545 PENN AVE UNIT 202,2021,2018-03-28,RESIDENTIAL ENHANCED LERTA,10,2700,Strip District,7,2,6,Central,Highland,2,2-25,-79.97908402157987,40.4547291718425
53184,0025N00218020300,2545 PENN AVE UNIT 203,2021,2018-03-28,RESIDENTIAL ENHANCED LERTA,10,2700,Strip District,7,2,6,Central,Highland,2,2-25,-79.97906500807457,40.45474190293062
53185,0025N00218020400,2545 PENN AVE UNIT 204,2021,2018-03-28,RESIDENTIAL ENHANCED LERTA,10,2700,Strip District,7,2,6,Central,Highland,2,2-25,-79.97904513136719,40.454755071401614
53186,0025N00218020500,2545 PENN AVE UNIT 205,2021,2018-03-28,RESIDENTIAL ENHANCED LERTA,10,2700,Strip District,7,2,6,Central,Highland,2,2-25,-79.97902394380637,40.45476884119564
53187,0025N00218020600,2545 PENN AVE UNIT 206,2021,2018-03-28,RESIDENTIAL ENHANCED LERTA,10,2700,Strip District,7,2,6,Central,Highland,2,2-25,-79.97900431699102,40.45478222897771
53188,0025N00218020700,2545 PENN AVE UNIT 207,2021,2018-03-28,RESIDENTIAL ENHANCED LERTA,10,2700,Strip District,7,2,6,Central,Highland,2,2-25,-79.97898571758473,40.454794670656234
53189,0025N00218020800,2545 PENN AVE UNIT 208,2021,2018-03-28,RESIDENTIAL ENHANCED LERTA,10,2700,Strip District,7,2,6,Central,Highland,2,2-25,-79.97896652194017,40.45480754494309
53190,0025N00218030100,2545 PENN AVE UNIT 301,2021,2018-03-28,RESIDENTIAL ENHANCED LERTA,10,2700,Strip District,7,2,6,Central,Highland,2,2-25,-79.9789466446665,40.45482071328062
53191,0025N00218030300,2545 PENN AVE UNIT 303,2021,2018-03-28,RESIDENTIAL ENHANCED LERTA,10,2700,Strip District,7,2,6,Central,Highland,2,2-25,-79.97892545717677,40.45483448323853
53192,0025N00218030400,2545 PENN AVE UNIT 304,2021,2018-03-28,RESIDENTIAL ENHANCED LERTA,10,2700,Strip District,7,2,6,Central,Highland,2,2-25,-79.97890583072595,40.45484787093277
53193,0025N00218030500,2545 PENN AVE UNIT 305,2021,2018-03-28,RESIDENTIAL ENHANCED LERTA,10,2700,Strip District,7,2,6,Central,Highland,2,2-25,-79.9789450167913,40.454880486557926
53194,0025N00218030600,2545 PENN AVE UNIT 306,2021,2018-03-28,RESIDENTIAL ENHANCED LERTA,10,2700,Strip District,7,2,6,Central,Highland,2,2-25,-79.97896434885693,40.45486737507623
53195,0025N00218030700,2545 PENN AVE UNIT 307,2021,2018-03-28,RESIDENTIAL ENHANCED LERTA,10,2700,Strip District,7,2,6,Central,Highland,2,2-25,-79.978985140645,40.45485397861066
53196,0025N00218030800,2545 PENN AVE UNIT 308,2021,2018-03-28,RESIDENTIAL ENHANCED LERTA,10,2700,Strip District,7,2,6,Central,Highland,2,2-25,-79.97900529337238,40.4548407231479
53197,0025N00218040300,2545 PENN AVE UNIT 403,2020,2018-03-28,RESIDENTIAL ENHANCED LERTA,10,2700,Strip District,7,2,6,Central,Highland,2,2-25,-79.97904350340796,40.454814844319486
53198,0025N00218040400,2545 PENN AVE UNIT 404,2021,2018-03-28,RESIDENTIAL ENHANCED LERTA,10,2700,Strip District,7,2,6,Central,Highland,2,2-25,-79.97906283540522,40.45480173289953
53199,0025N00218040500,2545 PENN AVE UNIT 405,2021,2018-03-28,RESIDENTIAL ENHANCED LERTA,10,2700,Strip District,7,2,6,Central,Highland,2,2-25,-79.97908362761284,40.45478833685228
53200,0025N00218040600,2545 PENN AVE UNIT 406,2021,2018-03-28,RESIDENTIAL ENHANCED LERTA,10,2700,Strip District,7,2,6,Central,Highland,2,2-25,-79.97910377947896,40.45477508094555
53201,0025N00218040700,2545 PENN AVE UNIT 407,2021,2018-03-28,RESIDENTIAL ENHANCED LERTA,10,2700,Strip District,7,2,6,Central,Highland,2,2-25,-79.9791228865316,40.454762378584284
53202,0025N00218040800,2545 PENN AVE UNIT 408,2021,2018-03-28,RESIDENTIAL ENHANCED LERTA,10,2700,Strip District,7,2,6,Central,Highland,2,2-25,-79.97914190213461,40.45474987308707
53203,0025N00218050100,2545 PENN AVE UNIT 501,2021,2018-03-28,RESIDENTIAL ENHANCED LERTA,10,2700,Strip District,7,2,6,Central,Highland,2,2-25,-79.97916233768977,40.4547960985526
53204,0025N00218050300,2545 PENN AVE UNIT 503,2021,2018-03-28,RESIDENTIAL ENHANCED LERTA,10,2700,Strip District,7,2,6,Central,Highland,2,2-25,-79.97914318198458,40.45480881347511
53205,0025N00218050400,2545 PENN AVE UNIT 504,2021,2018-03-28,RESIDENTIAL ENHANCED LERTA,10,2700,Strip District,7,2,6,Central,Highland,2,2-25,-79.9791227933306,40.454822196653495
53206,0025N00218050500,2545 PENN AVE UNIT 505,2021,2018-03-28,RESIDENTIAL ENHANCED LERTA,10,2700,Strip District,7,2,6,Central,Highland,2,2-25,-79.97910243680212,40.454835239015125
53207,0025N00218050600,2545 PENN AVE UNIT 506,2021,2018-03-28,RESIDENTIAL ENHANCED LERTA,10,2700,Strip District,7,2,6,Central,Highland,2,2-25,-79.97908347216678,40.454848123528905
53208,0025N00218050700,2545 PENN AVE UNIT 507,2021,2018-03-28,RESIDENTIAL ENHANCED LERTA,10,2700,Strip District,7,2,6,Central,Highland,2,2-25,-79.97906432108395,40.45486111505051
53209,0025N00218050800,2545 PENN AVE UNIT 508,2021,2018-03-28,RESIDENTIAL ENHANCED LERTA,10,2700,Strip District,7,2,6,Central,Highland,2,2-25,-79.9790446953197,40.45487445515016
53210,0025N00218060100,2545 PENN AVE UNIT 601,2021,2018-03-28,RESIDENTIAL ENHANCED LERTA,10,2700,Strip District,7,2,6,Central,Highland,2,2-25,-79.97902430694262,40.45488783908078
